cadence medT medX medY
0 0.0006790854479219064 1.8851207460920882 2.0600748986795816
1 -0.007868815561464657 0.07361980434911986 0.009884952000983827
2 0.008982515898238574 0.17021915068904425 0.031835023698936205
3 0.002522509979357634 -0.15522102847827934 -0.11422625047402368
4 -0.03268059933635128 -0.5423238011379088 0.3239782009941652
5 0.01349723647752064 0.34235722197387775 -0.22013833134922578
6 0.007423143308954895 0.15645563765876114 0.015712939609632492
7 -0.0711969053183339 0.27895783643203176 -0.30943721089462084
8 0.07790991477716223 -0.43112509570346225 0.2585250830253809
9 -0.0008255019729306945 0.1965314786289909 0.02855031662578522
10 -0.0008748573883945077 -0.17869964897662483 -0.03808090857456348
11 0.0009890214762734036 -0.03395462004108607 0.017822686118744713
12 -0.0027255079964864184 -0.17366563626715692 -0.0639976265536526
13 0.001367090273138776 0.19447583795266254 0.04656784060504693
14 0.0029677629889062773 0.010278880808403335 0.0074459034615084185
15 -0.00047916445511625937 0.02221411799966666 0.011108873864057234
16 -0.002907837484545421 0.034904091921482694 -0.013721412278972611
17 -0.05742086175483751 -0.6259279603505818 0.18534824454730447
18 0.061048359672885064 0.6030901808447706 -0.1990595463433915
19 -0.0012296901796068733 0.0026344362123202902 0.026465543314947215
20 -0.008299023912707744 0.06421810537776773 0.03426920460100513
21 0.012803913110102602 -0.05230381360421599 -0.14902548512395297
22 -0.01235215734796556 -0.3298258467453725 0.047733878180884926
23 0.009997047347988942 0.2710593935460226 0.03964205638354512
24 -0.0008616905513342722 0.02563690565175558 0.006821233136298233
25 -0.00038703515136479644 -0.0270323519102591 0.023405512174880183
26 -0.010689106378894989 -0.034095739855741325 -0.08434761306872973
27 0.007968564635228768 0.10282663925264157 0.1412241724343808
28 0.0035175563112344057 -0.12042923320338228 -0.10058230248285804
29 -0.001040903420460745 0.1208120547792233 0.03786995806567717
30 0.0013077543571614846 -0.11699926919646852 -0.019231847339720165
31 -0.03312615603739734 0.10724498687809092 -0.1849785972064426
32 0.03000925708017138 -0.06798093671954408 0.16978145371745246
33 0.00042654887324317754 0.01442727987425374 0.03135780300596247
34 -0.002270451538037532 -0.019244554198793784 0.02055191496252684
35 -0.0013116613124398695 0.08887920043273079 -0.033434412003176206
36 0.0026657519937698473 -0.09798910172052278 -0.000615017008256391
37 0.005532027823230072 0.0610614271230967 -0.01857037006699791
38 -0.0011122450730990494 -0.017650402159394174 0.042375774919299225
39 0.006970711894889462 -0.051687469848430645 -0.0677691010223147
40 -0.011505757406603291 0.06557418885848354 0.04410335243093799
41 0.002776251205910409 -0.031896413775659216 0.0038907293650827235
42 0.004041210959178803 0.01613245685762177 -0.013547628437767134
43 -0.005881230031366936 -0.01422302287355981 0.030881465019358068
44 0.0026653903252715893 0.030308339764661074 -0.013293020674294276
45 -0.001484454667564813 -0.0039742871052739215 -0.020407511164901138
46 -0.019908625039912215 0.09343245403505174 0.002950488407356122
47 0.004436398167397632 -0.843301538855 -0.14085948002556448
48 0.01348939238030097 0.7567869992640828 0.1625063490496781
49 0.0003074228629572468 -0.053703723917952084 0.008888165752580335
50 0.0030529988931598316 0.016574683285802694 -0.03967249964505726
51 -0.002787481941343867 -0.07535191779591766 -0.0033364762719867436
52 -0.0426057640216058 -0.16469751108154762 -0.20186254261483327
53 0.04399268610444464 0.3066293164777787 0.23507542906776902
54 0.0009205549425604227 -0.054144471409691475 0.0016969073801216261
55 -0.0003759757571760114 -0.023555933531774542 -0.009508491995999346
56 -0.003311931489948183 -0.02653510979176832 0.04173535460933442
57 0.0024841489526080613 0.19661993790591525 -0.009349547899974553
58 -0.0011893122690217234 -0.14718402519450335 -0.021987752240811176
59 -0.0013907147402103244 0.05379454253537874 0.020428173415068418
60 0.00023007473726148822 -0.018398479013278957 -0.026287905130251588
61 0.002220186043938129 -0.05316085094626999 0.0009015871945083909
62 -0.002063032874265694 0.009557534748678709 0.029697623007908014
63 0.004621002882429092 0.012355032534663302 -0.05244223387663105
64 -0.0030236656213453463 -0.04778632024503349 0.01910400101084342
65 0.0019902884464257416 0.05941816023861013 -0.03532655344156721
66 -0.00212349996520751 0.009787415940167632 0.0667580835523216
67 -0.004383860643899269 0.16042387759444132 -0.008597467409237503
68 0.0035304840684189233 -0.09003542338271164 -0.020545897831201643
69 -0.0012584210585754921 -0.06084083579284827 0.009730259130177554
70 -0.0007181014954305695 0.006636791479078141 0.022179277108195894
71 0.006026541461545234 -0.016628562713713713 -0.053133769762474525
72 -0.0009479998602501553 0.20017672821199972 0.024244523146742747
73 0.0009449394253322644 -0.2846161988723088 -0.03359562625866719
74 0.002538026689708329 0.016176445630752045 0.02488769115383871
75 -0.00596220538446361 0.1583569042889812 0.014861827370289404
76 0.020332413500328207 0.5954071483578871 -0.31352535116890756
77 -0.018867252467251558 -0.7324903664968279 0.2826766781033543
78 0.06809062963018832 0.6129385921381394 -0.2379897993137794
79 -0.06849091291738817 -0.5860845434958186 0.25948104841274633
80 -0.0006943915706355071 0.000536089195495526 -0.008736581754975603
81 0.0017754838516737675 -0.047940932012346726 0.023804838772890857
82 0.00037894952404356305 0.08208629700506531 -0.015296122504233178
83 -0.00317693043908316 -0.007764854166693258 0.004958505910615418
84 0.000821522859776424 -0.010259021662937684 -0.0022910642018052485
85 0.002276911773646141 -0.05168675941332479 0.01733888236791703
86 -0.004147107705404186 0.10478494013834516 -0.03236972921989123
87 0.005953361874130375 -0.13195644113221738 0.011045695504110942
88 -0.014194104990689155 -0.025734911656673187 0.06634665975298049
89 0.010687751102766057 0.13097071206536515 -0.0697538159413904
90 0.004340459368288115 0.17297881066977405 0.03991977139450009
