filename ra_low ra_up dec_low dec_up
postcard_1_3-2_0-0.fits 250.43765880932867 32.43893563850577 256.36625642843615 35.20120157633745
postcard_1_3-2_0-1.fits 251.55976695666547 36.304538452199324 257.91756262060954 39.090205797586705
postcard_1_3-2_0-2.fits 252.82195256603202 40.291102450548834 259.6687828005881 43.04881247207654
postcard_1_3-2_1-0.fits 254.9560385836693 31.500540269316687 260.9203830998593 34.036575183274806
postcard_1_3-2_1-1.fits 256.34027867384356 35.277849417026204 262.71324222261734 37.802657375160074
postcard_1_3-2_1-2.fits 257.8917755307309 39.16961778870192 264.7229073818911 41.63049191326098
postcard_1_3-2_2-0.fits 259.29463868862507 30.44883387100866 265.21858722361776 32.768603275070184
postcard_1_3-2_2-1.fits 260.9041634962218 34.1116483526896 267.20377635382835 36.390957073366316
postcard_1_3-2_2-2.fits 262.69819135929964 37.88052486108317 269.41095962122176 40.06710568834962
