cadence medT medX medY
0 0.001 1.885203890147654 2.0644369310809996
1 0.0 0.07264686331908954 -0.04066224071911151
2 0.0 0.17132543087544705 0.08953543291383248
3 0.0 -0.15490435220591547 -0.09802144043806571
4 0.0 -0.546324857817863 0.11404635236621474
5 0.0 0.34399435042564264 -0.13343515892190694
6 0.0 0.15736547263515788 0.06339717650468346
7 0.0 0.27047919198069725 -0.7667913738802499
8 0.0 -0.4218182605350962 0.7590016465320084
9 0.0 0.1964293473021843 0.02324725065830302
10 0.0 -0.17880764283720763 -0.04370039347205079
11 0.0 -0.03383217797196636 0.02417573589035671
12 0.0 -0.1740056571354045 -0.08150480504302804
13 0.0 0.19464794825044285 0.05534901934152714
14 0.0 0.010645623162966134 0.026509873108751858
15 0.0 0.022155266001172347 0.008030784682900638
16 0.0 0.034544130494399417 -0.0324004361865704
17 0.0 -0.6328324773391523 -0.18351602163134828
18 0.0 0.6104437456413665 0.19310657382752394
19 0.0 0.002482052354526365 0.01856649660662768
20 0.0 0.063194641775427 -0.01904131609217341
21 0.0 -0.05072211861409204 -0.06677698347359362
22 0.0 -0.331350678810596 -0.03161370073129799
23 0.0 0.272292299197193 0.10386119887797918
24 0.0 0.02553010526334787 0.00128607729679997
25 0.0 -0.027080344154273073 0.02091922045895034
26 0.0 -0.035413405216564 -0.15301093650053899
27 0.0 0.10380823419179763 0.19241152499913516
28 0.0 -0.11999520516737561 -0.0779860438817348
29 0.0 0.12068333351448324 0.03118300020530862
30 0.0 -0.1168377155757998 -0.010830838984189572
31 0.0 0.10320247787678927 -0.39776961169947356
32 0.0 -0.0643238118156082 0.3625500770787391
33 0.0 0.014480707648715008 0.034097861421555464
34 0.0 -0.019525322628606512 0.005967191975256192
35 0.0 0.08871716652835238 -0.0418600860629712
36 0.0 -0.09766026884063006 0.01650893715800361
37 0.0 0.06174582792877348 0.016965639135127386
38 0.0 -0.017786887983390676 0.03523115205271976
39 0.0 -0.05081983398838208 -0.022991406823707372
40 0.0 0.06414461175004149 -0.029806020356268004
41 0.0 -0.031553067321153705 0.021724398804537248
42 0.0 0.016634321954884568 0.012411736189320344
43 0.0 -0.014952437297299337 -0.006897570533355157
44 0.0 0.03063850612937702 0.003828669406128693
45 0.0 -0.004157656345104455 -0.02994321541412681
46 0.0 0.09098983481219891 -0.12493870889783842
47 0.0 -0.8427659669448351 -0.11235706316416927
48 0.0 0.758448110728511 0.24915598319639987
49 0.0 -0.05366585635314469 0.01086289232334714
50 0.0 0.016952856665011895 -0.02006106158229537
51 0.0 -0.07569575870304956 -0.021242086399625215
52 0.0 -0.1698655160876208 -0.47554888641397053
53 0.0 0.3119676258091415 0.5176706918624698
54 0.0 -0.0540304054975036 0.007610335478866581
55 0.0 -0.023602063399302153 -0.011923248179232182
56 0.0 -0.026945129220547592 0.0204601274085765
57 0.0 0.19692833881400995 0.006608072743378823
58 0.0 -0.14733268389691911 -0.02962766034133857
59 0.0 0.05362294343113949 0.011494589245907516
60 0.0 -0.01837005889309551 -0.024809984472468738
61 0.0 -0.05288622954306521 0.015163319700780775
62 0.0 0.009302462674144252 0.016445399479399825
63 0.0 0.012926821042311687 -0.02275830471178608
64 0.0 -0.04816043166268513 -0.00031913757875345894
65 0.0 0.05966386402438495 -0.022541519119358977
66 0.0 0.009524678054388724 0.05311733722413603
67 0.0 0.1598838720781075 -0.036758243691716874
68 0.0 -0.08960085376971616 0.0021333718691525227
69 0.0 -0.06099628825945169 0.001646213660920992
70 0.0 0.006548435722927293 0.01756644339993363
71 0.0 -0.01588324921859896 -0.014421130361960355
72 0.0 0.2000613224178498 0.01815473243190624
73 0.0 -0.2845018993554771 -0.02752548170202962
74 0.0 0.016492438443639568 0.041191129016362016
75 0.0 0.1576183858491853 -0.0234374929659924
76 0.0 0.5979425130411828 -0.18291697034638021
77 0.0 -0.7348447523517452 0.1614799605117243
78 0.0 0.6216318008246426 0.19939731518948944
79 0.0 -0.5948275940488232 -0.18047724255699027
80 0.0 0.0004504529775237742 -0.01319719540999742
81 0.0 -0.04772148371858509 0.03521015967940766
82 0.0 0.08213293081499495 -0.012862050311060802
83 0.0 -0.008157334879777878 -0.015449070324260461
84 0.0 -0.010157955026581567 0.002986119921243091
85 0.0 -0.051404811903330794 0.03196493961547153
86 0.0 0.10427172263468476 -0.059009341163283935
87 0.0 -0.13121940811187338 0.04928857934826647
88 0.0 -0.02748598510806799 -0.024832310273007252
89 0.0 0.13228730413848777 -0.0010985947419879238
90 0.0 0.17351480792317941 0.06780148684918696
91 0.0 0.11357502320983848 -0.11056595329358299
92 0.0 -0.33204425813947447 0.0482771093068064
93 0.0 0.0039712461395524645 -0.007858567641851888
94 0.0 0.258458495459726 -0.13345672746445914
95 0.0 -0.2499582880686615 0.12819360214651043
96 0.0 -1.0796492857824433 -0.04747291422107969
97 0.0 1.137075365763044 0.05393067011983499
98 0.0 0.03961147225110584 -0.3155253125205224
99 0.0 -0.046710182579796644 0.30064277995122657
100 0.0 0.23868460170641614 -0.02198165133032992
101 0.0 -0.234766611008707 -0.021582124824047533
102 0.0 -0.10385932824438626 0.05231347966799582
103 0.0 -0.010465320459394967 0.029330999101585764
104 0.0 -0.18270044861397938 0.0005454890429810177
105 0.0 0.2125229879687751 -0.0438710770314894
106 0.0 -0.1619938451542975 0.09178780420103294
107 0.0 0.20531434775360835 -0.08525133479452895
108 0.0 -0.13542518377691093 0.012296234775062587
109 0.0 0.1478822073418813 0.024196291272249315
110 0.0 -0.02182965097293077 -0.006307769359711113
111 0.0 -0.053802086537607874 0.013046471221503708
112 0.0 0.02408781444744168 0.042354640772939156
113 0.0 -0.10918229249979916 -0.061740817008565596
114 0.0 0.1061666764029221 0.009777070522073661
115 0.0 0.006364390748549997 -0.007976642061462424
116 0.0 0.1682066794997814 0.021420922074938176
117 0.0 -0.19410450084425035 -0.06299695342302947
118 0.0 0.04126500186903814 0.009682179622590326
119 0.0 -0.013747596984438504 0.03861458464331946
120 0.0 -0.06830988757856682 -0.07055286278115425
121 0.0 -1.7796060486430716 -0.2074476758572925
122 0.0 1.8259621488109397 0.25410637795987423
123 0.0 -0.1570038050285527 0.277647260587373
124 0.0 0.15889762092680115 -0.2861451757676945
125 0.0 -0.4528850557477315 -0.18218592827476066
126 0.0 0.3310709426737848 0.1782455353034429
127 0.0 0.1480754213463864 0.01889082382232754
128 0.0 0.08551336951480892 -0.0038865376354291215
129 0.0 -0.16054834311703292 0.02265845766447727
130 0.0 0.021596237119720474 -0.007137382124880354
131 0.0 0.020013844115595703 -0.0036242008666147463
132 0.0 0.0696386494327963 -0.0075930679320168615
133 0.0 -0.058224414877117825 -0.00388526171044834
134 0.0 -0.0052393925375133765 0.02289403000872481
135 0.0 0.06540076076656898 -0.004156742839716898
136 0.0 0.002885467189361446 0.027844979941498593
137 0.0 -0.19369662262795617 -0.04048613155181524
138 0.0 0.512744132326322 -0.12096271175558693
139 0.0 -0.09958274602197426 0.14136691286099667
140 0.0 -0.2537574018682953 -0.008016364126602227
141 0.0 0.08593562738930594 0.010068034928655933
142 0.0 -0.09342525156638648 -0.0016839173068547986
143 0.0 0.006645175323110264 -0.003391079013598919
144 0.0 -0.14181237838722405 -0.032657508939345714
145 0.0 0.19454555988833921 -0.05852843950629749
146 0.0 -0.1421486342670295 0.1035682820797561
147 0.0 0.07699984112918723 -0.005988593326593961
148 0.0 -0.024503701763416208 -0.007650020361759324
