cadence medT medX medY
0 0.011652821463825286 1.8137765251458386 2.2707942785989643
1 0.007807746757718171 1.8009173772050788 2.1730378604822422
2 0.007496008949821114 1.787516722156883 2.1599019853335673
3 0.009110290673692904 1.802661519762986 2.210445564465937
4 0.006653399964541238 1.7944020762219124 2.1641810702159257
5 0.007543014163461922 1.7965881004428976 2.1774268144110183
6 0.007732576917640653 1.7744696263979576 2.165949192293877
7 0.0075918528755479645 1.797845819248011 2.188415544886451
8 0.0069226358878397305 1.775861879616006 2.1774737533910344
9 0.007859049565529515 1.7859206615814698 2.1936543319282538
10 0.007163012981929349 1.7853795507734058 2.1734033268634896
11 0.007576917252814661 1.7779864600057342 2.178796338909925
12 0.007622630126126337 1.8004377461050463 2.167605336008861
13 0.0077379361308741994 1.7828259519289105 2.182379113134842
14 0.007498533021346283 1.788600126670928 2.178027917869767
15 0.007053863418957875 1.7862662091475825 2.1657034437742007
16 0.04115123848727207 2.034800839985499 2.843414923173387
17 0.008094177015439675 1.7870564591691573 2.1963585986014738
18 0.008173249662490703 1.7729729972676258 2.1823901279056543
19 0.00784171682164303 1.771293506550047 2.1595391881947252
20 0.007885846258140773 1.7769405216023053 2.187116498018763
21 0.007997166131294206 1.7738720690205407 2.169021662238696
22 0.007058821317219807 1.7816437219332988 2.1594134816777637
23 0.006889250123481808 1.7666421740076408 2.17603594463551
24 0.007301636089261212 1.7860745380975855 2.1807357208912794
25 0.007369832817871733 1.7901557308431526 2.1733208320866
26 0.007628649190223412 1.7835051944559899 2.175189400566607
27 0.008209920935806733 1.780466564259145 2.1698374828396836
28 0.0076857161749999394 1.785300272898478 2.180065377639698
29 0.007444719990684653 1.786395960916788 2.17283343878844
30 0.008650628108495031 1.7836122212386696 2.182900357747058
31 0.007779778940205231 1.7747539003662114 2.1678359267172893
32 0.007580837341126008 1.7741880146680753 2.173181056699902
33 0.00824043208735223 1.775766112307222 2.184010141875215
34 0.007574764542797382 1.7750594391722196 2.1620547358804587
35 0.006979573981592984 1.7763206353426466 2.1563481990943942
